period,start_date,end_date,initial_cash,final_total,total_return,total_profit,total_fees,total_trades,sell_trades,win_trades,win_rate,max_drawdown
3y,2023-05-12,2026-05-12,100000,103301.39,3.3,4190.1,1786.77,26,13,4,30.8,7.85
